order_id,customer_id,product_id,quantity,price,order_date,city,segment
53028,CUST24804,1061,1,5530,2025-07-22 11:15:53,Surat,Small Business
53029,CUST14383,1010,1,42680,2026-01-28 19:53:43,Delhi,Small Business
53030,CUST14836,1099,1,1110,2025-11-07 17:58:29,Mangalore,Small Business
53031,CUST22386,1159,2,4276,2025-09-25 12:51:11,Mysore,Student
53032,CUST18449,1002,2,48096,2026-03-03 18:42:22,Chennai,Corporate
53033,CUST07813,1078,1,15590,2025-03-29 10:15:12,Nagpur,Consumer
53034,CUST05549,1012,1,59542,2025-09-28 14:36:37,Ludhiana,Small Business
53035,CUST20250,1055,1,1193,2026-02-10 20:58:54,Jaipur,Student
53036,CUST22911,1027,1,65487,2026-03-03 10:18:58,Ranchi,Student
53037,CUST15871,1059,1,5869,2025-05-21 17:17:03,Madurai,Small Business
53038,CUST02558,1004,1,36098,2025-07-27 21:35:24,Raipur,Student
53039,CUST15895,1105,1,3533,2025-09-26 21:44:42,Chandigarh,Student
53040,CUST19836,1014,1,60996,2025-12-28 18:45:15,Varanasi,Student
53041,CUST03379,1083,2,19799,2025-10-05 19:06:17,Ahmedabad,Consumer
53042,CUST18335,1020,1,41226,2025-04-04 12:35:45,Ranchi,Consumer
53043,CUST00372,1126,1,5869,2025-09-02 12:09:48,Hyderabad,Small Business
53044,CUST10089,1044,1,1353,2025-04-08 11:53:13,Vadodara,Student
53045,CUST19601,1055,2,1161,2025-07-28 12:19:09,Ludhiana,Corporate
53046,CUST04691,1074,1,16703,2026-01-27 17:39:40,Ahmedabad,Consumer
53047,CUST02799,1008,1,18595,2025-04-29 12:13:06,Mysore,Consumer
53048,CUST24550,1029,1,35502,2025-11-08 03:38:23,Thane,Corporate
53049,CUST19570,1077,1,7216,2026-01-03 11:14:13,Vadodara,Small Business
53050,CUST22772,1101,1,1404,2025-04-01 19:30:27,Lucknow,Small Business
53051,CUST13582,1033,3,46475,2025-05-06 21:12:32,Kanpur,Corporate
53052,CUST06430,1023,1,73126,2025-12-23 11:58:40,Raipur,Corporate
53053,CUST06353,1080,3,22080,2025-06-12 19:09:09,Mumbai,Corporate
53054,CUST08720,1006,1,11015,2025-03-20 11:59:34,Indore,Corporate
53055,CUST02027,1043,1,3213,2026-02-01 10:13:39,Mysore,Student
53056,CUST00469,1026,1,34556,2025-10-17 21:06:37,Hyderabad,Small Business
53057,CUST14460,1094,1,23094,2025-06-20 04:35:35,Vadodara,Student
53058,CUST08742,1019,2,38833,2025-04-10 18:22:24,Thane,Corporate
53059,CUST15966,1051,2,2061,2025-09-19 21:23:29,Ranchi,Consumer
53060,CUST01206,1113,3,2327,2025-05-25 17:13:36,Nagpur,Consumer
53061,CUST04404,1031,1,20943,2025-08-05 00:57:06,Coimbatore,Student
53062,CUST03441,1058,2,5586,2025-10-19 06:07:03,Mumbai,Consumer
53063,CUST07358,1010,3,41867,2026-03-07 20:03:04,Surat,Small Business
53064,CUST15998,1159,1,4300,2025-10-17 21:55:08,Pune,Student
53065,CUST20887,1101,1,1501,2025-03-12 20:13:46,Varanasi,Corporate
53066,CUST22187,1108,1,2558,2026-02-01 21:09:35,Faridabad,Consumer
53067,CUST11815,1026,1,34154,2025-07-19 12:42:51,Lucknow,Student
53068,CUST17752,1127,1,23140,2025-03-28 18:30:34,Surat,Small Business
53069,CUST04792,1015,2,62977,2025-04-29 18:15:11,Nagpur,Small Business
53070,CUST02221,1069,1,3940,2026-01-31 17:17:43,Madurai,Consumer
53071,CUST09815,1055,2,1190,2025-06-18 23:32:43,Pune,Corporate
53072,CUST11883,1021,3,32273,2025-12-15 10:43:23,Pune,Small Business
53073,CUST21172,1063,1,7125,2025-11-13 03:49:13,Coimbatore,Student
53074,CUST08392,1054,2,4011,2025-07-11 20:02:01,Jaipur,Corporate
53075,CUST19061,1053,1,3919,2026-01-20 10:24:26,Patna,Small Business
53076,CUST02939,1020,3,41944,2025-03-29 11:55:47,Mangalore,Consumer
53077,CUST01135,1008,2,19420,2025-07-17 19:15:40,Patna,Student
53078,CUST06100,1060,1,7067,2025-06-06 10:53:54,Patna,Student
53079,CUST10926,1029,2,36401,2025-04-15 10:24:39,Vadodara,Small Business
53080,CUST00692,1033,3,48319,2025-05-15 17:26:32,Thane,Small Business
53081,CUST24571,1087,3,8988,2025-07-14 21:27:11,Thane,Corporate
53082,CUST14991,1126,1,6114,2025-04-28 07:16:23,Nagpur,Consumer
53083,CUST18967,1102,2,3614,2025-10-03 11:14:34,Ludhiana,Corporate
53084,CUST11246,1117,2,7446,2025-09-21 19:24:35,Visakhapatnam,Corporate
53085,CUST23549,1021,2,30064,2026-02-27 20:08:56,Visakhapatnam,Student
53086,CUST14475,1038,1,25841,2025-09-25 12:31:07,Delhi,Corporate
53087,CUST06489,1158,1,2961,2025-07-14 19:19:43,Noida,Small Business
53088,CUST02946,1010,1,41856,2025-07-20 10:35:56,Lucknow,Student
53089,CUST12534,1150,3,1451,2025-10-10 12:09:01,Mangalore,Small Business
53090,CUST18662,1145,2,18041,2025-04-28 19:24:18,Vadodara,Consumer
53091,CUST11028,1036,1,69217,2025-12-25 20:10:38,Mysore,Student
53092,CUST05527,1014,3,57167,2025-07-22 11:58:59,Bhopal,Corporate
53093,CUST00071,1090,1,12032,2025-12-07 10:43:04,Coimbatore,Small Business
53094,CUST18514,1056,1,4490,2025-11-20 21:06:52,Kochi,Small Business
53095,CUST01810,1069,1,4153,2025-08-06 19:21:50,Bengaluru,Small Business
53096,CUST23133,1015,3,63736,2025-09-30 03:55:14,Kanpur,Student
53097,CUST20612,1055,1,1155,2025-06-03 21:25:40,Mysore,Student
53098,CUST18257,1064,2,3624,2026-03-08 12:30:23,Lucknow,Student
53099,CUST03798,1155,1,1168,2025-05-26 18:58:05,Vadodara,Small Business
53100,CUST18738,1042,3,5466,2025-08-21 12:09:56,Noida,Corporate
53101,CUST23513,1050,1,5698,2025-06-15 12:37:35,Mysore,Consumer
53102,CUST15302,1117,1,7693,2026-03-06 18:14:25,Nagpur,Corporate
53103,CUST09239,1036,1,66159,2025-12-31 18:15:51,Delhi,Corporate
53104,CUST12529,1019,1,36379,2025-03-27 12:36:11,Coimbatore,Consumer
53105,CUST01528,1011,1,78641,2025-05-21 19:14:49,Ranchi,Student
53106,CUST00077,1021,2,29203,2025-05-14 10:14:17,Coimbatore,Student
53107,CUST09702,1018,1,63379,2025-06-09 10:04:05,Noida,Small Business
53108,CUST10237,1048,1,5365,2026-03-03 10:10:34,Surat,Corporate
53109,CUST15012,1029,1,36039,2025-03-21 20:34:48,Varanasi,Student
53110,CUST05447,1000,2,11110,2025-04-22 18:32:19,Kolkata,Student
53111,CUST02471,1045,1,6854,2025-07-23 10:15:10,Kanpur,Corporate
53112,CUST23761,1002,1,52390,2025-06-06 11:02:04,Coimbatore,Corporate
53113,CUST08036,1069,1,4238,2025-10-23 09:57:10,Pune,Small Business
53114,CUST10688,1033,2,47003,2026-01-24 18:06:28,Kanpur,Small Business
53115,CUST00041,1043,1,3121,2025-11-14 10:13:12,Bhopal,Student
53116,CUST09056,1062,1,3215,2025-09-08 14:34:33,Delhi,Consumer
53117,CUST24619,1051,1,2162,2025-07-27 00:24:03,Jaipur,Small Business
53118,CUST15108,1019,1,36264,2025-04-21 12:55:29,Kochi,Small Business
53119,CUST07690,1074,2,17614,2025-04-19 11:18:53,Varanasi,Corporate
53120,CUST09727,1090,2,12250,2025-07-26 18:20:27,Kochi,Consumer
53121,CUST06627,1089,1,22013,2025-05-08 10:03:45,Faridabad,Corporate
53122,CUST13455,1120,1,14922,2025-07-27 21:01:22,Jodhpur,Small Business
53123,CUST11518,1142,2,6668,2026-01-10 10:28:39,Delhi,Corporate
53124,CUST01471,1118,1,9258,2025-09-24 22:33:15,Jaipur,Consumer
53125,CUST06687,1039,1,47184,2026-01-18 19:07:39,Kolkata,Consumer
53126,CUST05372,1047,2,6487,2025-07-07 06:24:03,Mysore,Corporate
53127,CUST06683,1089,2,21335,2026-01-09 09:07:59,Surat,Small Business
53128,CUST03998,1154,1,861,2025-07-20 21:43:06,Jodhpur,Corporate
53129,CUST11165,1011,1,72943,2025-04-05 10:20:42,Jaipur,Student
53130,CUST03653,1123,2,15798,2025-06-25 17:29:33,Jodhpur,Corporate
53131,CUST11601,1033,2,46034,2025-11-06 11:20:00,Thane,Student
53132,CUST24511,1059,1,5148,2025-05-17 21:43:45,Ranchi,Small Business
53133,CUST03889,1027,3,65602,2025-05-27 05:08:21,Mysore,Small Business
53134,CUST24836,1027,1,68319,2025-10-25 11:51:26,Chennai,Consumer
53135,CUST18087,1006,1,11341,2025-10-10 01:18:07,Raipur,Corporate
53136,CUST09859,1002,2,50650,2025-09-19 10:13:04,Ranchi,Small Business
53137,CUST14418,1128,1,17440,2025-07-26 12:33:56,Varanasi,Corporate
53138,CUST16746,1136,1,13509,2025-07-25 12:43:52,Noida,Student
53139,CUST09787,1002,1,49141,2025-09-26 11:09:41,Bhopal,Student
53140,CUST14230,1056,1,4636,2025-07-10 19:18:23,Mangalore,Consumer
53141,CUST02302,1098,1,3444,2025-03-10 20:28:25,Raipur,Consumer
53142,CUST24688,1062,1,3205,2025-03-26 18:45:23,Delhi,Corporate
53143,CUST17312,1002,1,55557,2026-03-09 18:48:32,Vadodara,Corporate
53144,CUST11412,1063,1,7492,2026-01-20 21:38:15,Kolkata,Consumer
53145,CUST06238,1016,1,41267,2025-10-21 21:56:49,Lucknow,Student
53146,CUST08379,1047,1,6509,2025-05-25 18:54:56,Patna,Consumer
53147,CUST24961,1030,1,39865,2025-12-29 12:25:56,Coimbatore,Small Business
53148,CUST08505,1013,1,59422,2025-11-12 10:34:44,Mangalore,Student
53149,CUST06734,1004,1,37032,2025-04-10 20:01:50,Hyderabad,Consumer
53150,CUST23683,1070,2,6610,2025-07-10 21:11:41,Ludhiana,Corporate
53151,CUST06713,1116,1,4658,2025-05-10 12:43:32,Ranchi,Consumer
53152,CUST01506,1014,1,57724,2025-12-17 19:11:46,Faridabad,Student
53153,CUST22416,1106,1,3811,2025-10-19 10:51:39,Kolkata,Student
53154,CUST18006,1051,1,2120,2026-02-05 17:42:33,Lucknow,Student
53155,CUST14942,1044,2,1344,2025-07-28 11:35:01,Pune,Consumer
53156,CUST03036,1126,3,5949,2025-10-05 12:38:38,Jodhpur,Small Business
53157,CUST06573,1096,1,1533,2025-12-01 20:45:10,Nashik,Consumer
53158,CUST18697,1061,2,5904,2025-05-23 17:34:06,Nagpur,Corporate
53159,CUST10765,1010,2,42944,2026-01-12 14:08:54,Ranchi,Consumer
53160,CUST12991,1164,1,2325,2025-09-04 12:50:52,Ahmedabad,Small Business
53161,CUST03937,1063,2,6972,2026-02-10 18:55:48,Indore,Small Business
53162,CUST21733,1069,1,3819,2025-10-23 21:21:22,Indore,Small Business
53163,CUST23791,1017,1,14016,2025-09-03 18:42:28,Madurai,Student
53164,CUST00480,1044,3,1370,2026-02-07 13:55:43,Noida,Corporate
53165,CUST05978,1087,1,9895,2026-03-07 01:26:27,Ludhiana,Consumer
53166,CUST19957,1081,1,12456,2025-11-18 10:51:11,Vadodara,Student
53167,CUST13871,1015,2,60706,2025-09-13 11:02:22,Visakhapatnam,Corporate
53168,CUST18564,1144,1,23059,2026-01-02 11:52:56,Vadodara,Student
53169,CUST01202,1068,2,1386,2025-05-11 11:31:45,Varanasi,Consumer
53170,CUST14287,1041,2,5634,2025-09-29 18:50:36,Noida,Corporate
53171,CUST07407,1003,1,35944,2025-07-26 17:57:05,Varanasi,Student
53172,CUST17951,1052,1,3300,2025-08-19 11:19:17,Madurai,Student
53173,CUST07648,1018,1,65340,2025-05-03 10:31:42,Madurai,Small Business
53174,CUST11654,1014,2,55151,2025-07-20 21:40:26,Surat,Consumer
53175,CUST04739,1083,1,20418,2026-03-08 21:03:44,Patna,Student
53176,CUST14596,1061,1,5688,2025-10-31 20:55:14,Noida,Student
53177,CUST00305,1146,1,406,2026-01-23 21:07:21,Coimbatore,Small Business
53178,CUST11091,1158,1,2926,2026-01-28 17:33:13,Nagpur,Student
53179,CUST10258,1063,3,7334,2025-10-31 11:21:54,Visakhapatnam,Consumer
53180,CUST15315,1020,1,41797,2025-07-05 21:30:11,Visakhapatnam,Student
53181,CUST14399,1158,2,2867,2025-10-30 12:02:33,Thane,Student
53182,CUST01615,1067,2,3270,2025-06-05 20:44:51,Visakhapatnam,Corporate
53183,CUST03529,1056,1,4767,2025-12-09 11:36:57,Nashik,Corporate
53184,CUST24612,1126,1,6429,2025-06-22 12:08:41,Delhi,Small Business
53185,CUST21118,1073,2,1730,2025-06-07 17:55:32,Ahmedabad,Student
53186,CUST04726,1051,2,2073,2025-08-30 11:15:30,Nagpur,Student
53187,CUST13970,1061,1,5939,2025-07-25 19:36:02,Surat,Small Business
53188,CUST23925,1035,1,9148,2026-01-14 20:42:28,Kanpur,Student
53189,CUST00071,1004,3,34387,2025-09-29 12:12:04,Coimbatore,Small Business
53190,CUST11420,1166,2,1841,2025-12-19 10:31:33,Nashik,Corporate
53191,CUST17856,1159,1,4318,2025-07-09 19:31:08,Ranchi,Corporate
53192,CUST01726,1142,2,7186,2025-10-13 12:49:25,Chennai,Small Business
53193,CUST23488,1029,2,38008,2025-06-27 10:32:48,Thane,Student
53194,CUST14835,1087,3,8880,2025-06-14 17:21:44,Surat,Small Business
53195,CUST06151,1010,2,44768,2025-04-23 12:26:18,Kolkata,Corporate
53196,CUST02932,1099,1,1216,2025-07-20 10:44:43,Pune,Student
53197,CUST19374,1069,1,4008,2025-03-10 11:54:54,Varanasi,Small Business
53198,CUST22665,1112,2,2749,2025-08-16 20:47:15,Lucknow,Consumer
53199,CUST00524,1041,1,6486,2025-10-13 20:51:50,Coimbatore,Student
53200,CUST23779,1081,1,11455,2025-10-29 23:33:24,Thane,Student
53201,CUST00476,1001,1,60790,2025-09-19 12:07:06,Mumbai,Consumer
53202,CUST16592,1069,1,3850,2026-02-02 01:33:40,Varanasi,Consumer
53203,CUST22862,1059,1,5780,2025-06-11 13:09:53,Ludhiana,Consumer
53204,CUST00180,1056,2,4515,2025-04-27 21:35:31,Delhi,Student
53205,CUST00249,1127,1,24036,2025-10-03 18:42:25,Pune,Student
53206,CUST01458,1024,1,55620,2025-07-24 20:14:19,Jaipur,Student
53207,CUST01214,1085,1,17644,2025-08-18 20:50:52,Faridabad,Corporate
53208,CUST06601,1069,1,3964,2026-01-24 11:27:37,Indore,Corporate
53209,CUST09601,1054,3,4155,2025-07-19 18:10:01,Delhi,Student
53210,CUST14336,1071,2,2087,2025-09-08 17:00:49,Indore,Student
53211,CUST00338,1059,1,5426,2025-06-16 19:19:59,Bengaluru,Small Business
53212,CUST18481,1158,1,2863,2025-05-12 10:07:30,Nashik,Corporate
53213,CUST11728,1074,2,16986,2026-01-17 19:33:42,Mangalore,Corporate
53214,CUST00108,1051,3,2184,2025-09-21 10:13:07,Jaipur,Consumer
53215,CUST15135,1051,1,2053,2025-08-24 17:56:18,Ahmedabad,Student
53216,CUST15476,1145,3,18382,2026-01-15 20:41:27,Visakhapatnam,Small Business
53217,CUST09893,1062,2,3392,2026-01-07 21:16:01,Pune,Corporate
53218,CUST10517,1030,1,38244,2025-04-10 21:48:50,Raipur,Small Business
53219,CUST12346,1123,2,15594,2025-12-17 13:34:22,Madurai,Corporate
53220,CUST22615,1003,3,36162,2025-12-22 19:57:36,Hyderabad,Small Business
53221,CUST08197,1137,1,1860,2025-07-05 10:26:25,Mangalore,Consumer
53222,CUST09816,1027,1,65937,2025-07-22 18:20:41,Varanasi,Corporate
53223,CUST22477,1113,3,2601,2026-02-15 07:05:36,Raipur,Corporate
53224,CUST12855,1053,1,3966,2025-04-16 06:49:54,Raipur,Student
53225,CUST17708,1002,2,49018,2025-10-14 10:22:53,Bhopal,Student
53226,CUST10525,1023,3,70359,2025-05-14 18:43:29,Varanasi,Consumer
53227,CUST01615,1086,2,5304,2025-11-01 20:41:48,Visakhapatnam,Corporate
53228,CUST17512,1147,2,619,2025-04-14 20:47:56,Kolkata,Consumer
53229,CUST21140,1141,1,5559,2025-05-04 09:47:54,Varanasi,Small Business
53230,CUST20614,1033,1,43355,2025-11-29 02:41:59,Ludhiana,Corporate
53231,CUST01649,1127,3,22384,2025-07-14 17:25:03,Raipur,Corporate
53232,CUST21159,1024,1,57831,2025-06-08 12:53:36,Hyderabad,Small Business
53233,CUST17147,1102,2,3695,2025-07-21 10:02:43,Hyderabad,Consumer
53234,CUST19101,1160,1,5306,2025-10-28 17:09:20,Vadodara,Corporate
53235,CUST17761,1012,1,57517,2025-03-10 18:42:43,Raipur,Small Business
53236,CUST07945,1064,2,3596,2025-10-07 11:27:13,Visakhapatnam,Student
53237,CUST04844,1047,2,7137,2025-04-28 21:52:28,Mangalore,Small Business
53238,CUST10884,1031,1,20248,2025-07-01 18:44:58,Varanasi,Corporate
53239,CUST05974,1028,1,45610,2026-03-02 21:51:52,Nagpur,Student
53240,CUST14494,1033,1,47397,2025-11-06 20:16:42,Chandigarh,Consumer
53241,CUST19339,1063,1,7543,2026-01-28 10:18:24,Vadodara,Corporate
53242,CUST02774,1011,1,76789,2025-11-22 17:37:18,Madurai,Corporate
53243,CUST17797,1018,2,72400,2026-02-11 17:55:00,Madurai,Consumer
53244,CUST13239,1056,1,4630,2025-04-18 18:04:01,Ranchi,Consumer
53245,CUST19582,1081,1,11832,2026-01-04 10:23:10,Kochi,Corporate
53246,CUST17971,1108,2,2517,2025-12-09 16:58:03,Coimbatore,Corporate
53247,CUST10115,1055,1,1171,2025-11-06 20:09:51,Noida,Student
53248,CUST10288,1002,1,52386,2025-05-16 13:02:31,Bengaluru,Corporate
53249,CUST15694,1020,1,38716,2025-12-31 11:23:46,Visakhapatnam,Student
53250,CUST11229,1073,1,1877,2025-11-12 20:31:36,Nagpur,Student
53251,CUST20262,1053,1,4007,2025-10-15 17:12:06,Vadodara,Corporate
53252,CUST18982,1119,3,7079,2025-08-16 11:12:27,Pune,Corporate
53253,CUST17357,1050,3,5788,2026-01-15 20:01:27,Bhopal,Corporate
53254,CUST03263,1106,1,3621,2025-09-13 18:35:26,Ranchi,Consumer
53255,CUST20686,1059,1,5478,2025-11-25 20:20:40,Surat,Small Business
53256,CUST19071,1097,1,3174,2025-08-19 18:21:11,Visakhapatnam,Student
53257,CUST08780,1017,1,14625,2025-08-13 20:53:25,Nashik,Student
53258,CUST24685,1003,3,35734,2025-06-26 21:13:22,Mysore,Student
53259,CUST13337,1113,3,2477,2025-04-14 05:54:05,Lucknow,Corporate
53260,CUST00015,1052,2,3741,2025-11-26 08:08:28,Coimbatore,Corporate
53261,CUST15522,1053,2,4001,2025-09-28 18:01:01,Madurai,Corporate
53262,CUST09576,1085,3,17514,2025-08-16 07:50:29,Ludhiana,Small Business
53263,CUST21646,1045,1,7305,2026-01-15 11:35:10,Ludhiana,Student
53264,CUST07317,1161,1,3622,2025-07-23 17:25:05,Mysore,Corporate
53265,CUST23485,1051,1,2259,2026-01-03 11:49:15,Chandigarh,Small Business
53266,CUST00270,1026,1,33949,2026-01-15 12:33:09,Nagpur,Corporate
53267,CUST08835,1008,1,20323,2026-01-16 10:27:13,Thane,Student
53268,CUST10513,1092,2,21598,2025-09-01 07:35:17,Jaipur,Student
53269,CUST04573,1020,3,43459,2025-11-20 10:29:30,Vadodara,Small Business
53270,CUST02631,1079,1,15704,2025-04-29 00:06:33,Thane,Corporate
53271,CUST16828,1033,1,43116,2025-08-12 11:45:27,Lucknow,Consumer
53272,CUST13047,1069,1,3916,2025-04-11 10:42:54,Noida,Small Business
53273,CUST02733,1073,2,1762,2025-05-28 05:21:20,Kanpur,Small Business
53274,CUST01422,1040,1,2019,2025-03-17 11:08:46,Mumbai,Student
53275,CUST07687,1071,2,2188,2025-09-28 21:12:16,Bhopal,Corporate
53276,CUST14829,1005,2,71062,2025-10-02 13:49:39,Nashik,Corporate
53277,CUST23997,1013,3,57475,2025-05-08 03:46:50,Nashik,Small Business
53278,CUST24283,1123,1,15103,2026-02-18 18:59:08,Faridabad,Small Business
53279,CUST17000,1104,1,3558,2025-11-29 11:59:46,Varanasi,Consumer
53280,CUST17361,1029,1,37067,2026-02-26 05:39:17,Ranchi,Student
53281,CUST17290,1047,1,6435,2025-12-19 10:19:20,Mumbai,Corporate
53282,CUST04265,1121,2,20631,2025-08-21 22:32:05,Mysore,Corporate
53283,CUST10099,1126,1,5943,2025-11-28 21:13:39,Indore,Small Business
53284,CUST00733,1023,1,76846,2026-01-09 19:18:53,Vadodara,Corporate
53285,CUST05880,1055,2,1171,2025-04-17 17:46:47,Kochi,Small Business
53286,CUST21298,1002,2,53677,2025-12-12 11:10:47,Nashik,Corporate
53287,CUST14244,1027,2,61906,2025-07-25 11:23:54,Hyderabad,Small Business
53288,CUST05151,1021,1,32704,2025-04-07 14:06:39,Pune,Student
53289,CUST12677,1089,1,21323,2025-03-27 12:23:44,Surat,Student
53290,CUST13417,1026,2,35298,2025-09-28 23:26:34,Surat,Corporate
53291,CUST19791,1016,1,41349,2025-11-08 17:57:39,Chennai,Small Business
53292,CUST18152,1036,3,68912,2025-08-29 21:46:52,Pune,Corporate
53293,CUST11345,1052,1,3551,2026-02-04 17:48:13,Chandigarh,Student
53294,CUST12979,1029,1,37855,2025-06-18 12:37:47,Nashik,Consumer
53295,CUST15496,1022,2,18609,2025-06-24 07:55:20,Mangalore,Small Business
53296,CUST24093,1064,2,3616,2025-10-17 18:36:56,Faridabad,Small Business
53297,CUST21502,1129,3,18053,2025-11-13 18:29:32,Lucknow,Corporate
53298,CUST14654,1014,1,57248,2025-07-18 00:46:18,Mumbai,Corporate
53299,CUST15329,1038,1,24004,2026-03-09 20:11:13,Ranchi,Student
53300,CUST13491,1041,1,5715,2025-12-16 19:54:35,Mysore,Student
53301,CUST13393,1130,1,17006,2026-01-28 17:41:58,Madurai,Consumer
53302,CUST04781,1018,2,64932,2025-08-19 11:09:40,Patna,Student
53303,CUST22759,1058,2,5663,2025-11-28 18:08:05,Patna,Corporate
53304,CUST24075,1036,1,72884,2025-05-29 10:34:52,Nashik,Consumer
53305,CUST03675,1044,3,1442,2025-06-16 10:06:11,Varanasi,Small Business
53306,CUST10767,1030,1,36800,2025-10-29 18:08:04,Madurai,Small Business
53307,CUST15949,1032,1,11253,2025-03-30 11:42:02,Coimbatore,Student
53308,CUST01327,1069,3,3857,2026-02-26 11:32:05,Surat,Corporate
53309,CUST10268,1068,2,1422,2025-08-27 17:46:03,Mumbai,Corporate
53310,CUST16557,1026,1,33763,2026-01-15 11:29:32,Madurai,Small Business
53311,CUST23458,1019,3,35730,2026-02-26 18:49:41,Kanpur,Small Business
53312,CUST14590,1069,2,4002,2025-11-23 05:26:05,Mangalore,Small Business
53313,CUST19168,1136,1,13837,2025-07-19 17:22:15,Jodhpur,Small Business
53314,CUST06394,1004,3,37639,2025-11-01 11:51:08,Ludhiana,Small Business
53315,CUST16363,1154,3,887,2025-05-01 18:33:29,Madurai,Corporate
53316,CUST12414,1142,2,7164,2025-06-21 17:36:35,Lucknow,Consumer
53317,CUST10773,1021,3,31869,2025-07-05 20:35:18,Noida,Small Business
53318,CUST20882,1140,1,20190,2025-08-30 14:24:56,Nashik,Consumer
53319,CUST05369,1025,1,50114,2025-03-19 01:04:04,Raipur,Small Business
53320,CUST23544,1017,3,13870,2026-03-05 12:33:51,Chandigarh,Corporate
53321,CUST00099,1060,2,7221,2025-07-10 20:56:05,Mysore,Consumer
53322,CUST07241,1071,1,2019,2026-01-19 23:59:47,Raipur,Consumer
53323,CUST03363,1162,2,2374,2025-12-11 11:00:54,Patna,Consumer
53324,CUST08241,1059,2,5383,2025-08-21 21:43:56,Thane,Corporate
53325,CUST03036,1007,2,55298,2025-05-10 11:20:15,Jodhpur,Small Business
53326,CUST05356,1066,1,7020,2025-09-20 21:06:33,Faridabad,Student
53327,CUST03277,1125,2,18858,2025-06-14 19:00:42,Kochi,Corporate
53328,CUST03073,1012,1,60983,2026-02-19 04:27:40,Chandigarh,Consumer
53329,CUST11557,1073,1,1606,2026-02-03 05:29:04,Raipur,Small Business
53330,CUST12014,1089,1,20592,2025-12-13 00:37:27,Coimbatore,Small Business
53331,CUST07508,1087,1,9319,2025-12-27 19:58:22,Vadodara,Small Business
53332,CUST15938,1005,1,66070,2025-07-27 20:37:07,Raipur,Small Business
53333,CUST20753,1111,1,3612,2025-03-12 08:56:44,Ranchi,Corporate
53334,CUST13487,1011,1,73247,2025-08-28 21:54:55,Kochi,Consumer
53335,CUST19692,1115,1,17831,2025-10-31 07:32:58,Faridabad,Small Business
53336,CUST01156,1004,1,36522,2025-05-05 18:36:48,Delhi,Small Business
53337,CUST19142,1053,1,3972,2025-04-12 11:57:56,Nagpur,Small Business
53338,CUST09301,1090,2,12444,2025-04-05 03:54:40,Mangalore,Small Business
53339,CUST04701,1121,1,20081,2025-08-08 00:25:48,Visakhapatnam,Student
53340,CUST17708,1089,1,21438,2025-11-25 03:50:08,Bhopal,Student
53341,CUST02679,1010,1,41344,2025-04-21 06:09:04,Chennai,Student
53342,CUST24232,1038,2,24720,2025-09-08 18:16:37,Varanasi,Small Business
53343,CUST10530,1137,1,1803,2025-08-10 11:47:21,Delhi,Student
53344,CUST20897,1109,1,3364,2026-02-28 10:36:03,Visakhapatnam,Student
53345,CUST07484,1122,1,20522,2025-05-28 21:58:32,Noida,Small Business
53346,CUST24189,1030,2,40464,2025-07-08 21:01:31,Delhi,Small Business
53347,CUST05006,1013,3,58199,2026-02-09 00:03:34,Kanpur,Small Business
53348,CUST01066,1017,1,12393,2025-07-02 19:44:24,Vadodara,Student
53349,CUST22895,1089,1,22291,2025-12-26 08:00:07,Chennai,Consumer
53350,CUST19291,1027,3,68628,2026-01-23 17:04:55,Madurai,Corporate
53351,CUST12772,1123,2,15234,2025-08-01 13:20:27,Noida,Student
53352,CUST17129,1131,1,12960,2025-12-08 18:07:51,Mumbai,Small Business
53353,CUST24862,1045,1,7180,2025-04-23 07:40:33,Chennai,Consumer
53354,CUST08428,1028,1,47135,2025-04-29 19:49:56,Mysore,Consumer
53355,CUST10548,1028,1,45658,2025-11-06 00:39:34,Kanpur,Student
53356,CUST02675,1034,1,68982,2025-06-02 20:45:54,Patna,Small Business
53357,CUST06715,1071,1,2159,2025-06-30 10:51:57,Nagpur,Small Business
53358,CUST02604,1000,1,11841,2026-02-24 21:22:41,Patna,Corporate
53359,CUST11043,1034,1,76940,2026-02-11 18:05:51,Kolkata,Consumer
53360,CUST05447,1062,1,3257,2025-11-22 04:41:55,Kolkata,Student
53361,CUST05857,1166,3,1951,2025-09-30 01:37:37,Pune,Small Business
53362,CUST22169,1059,1,5174,2025-03-23 11:12:30,Patna,Student
53363,CUST05680,1113,1,2369,2025-07-07 21:37:21,Varanasi,Consumer
53364,CUST03685,1059,1,5160,2025-07-08 19:07:04,Patna,Small Business
53365,CUST03008,1010,1,45571,2026-03-09 10:05:52,Vadodara,Small Business
53366,CUST05549,1025,2,55972,2025-08-15 20:11:54,Ludhiana,Small Business
53367,CUST02477,1151,2,672,2025-11-13 18:23:33,Nashik,Corporate
53368,CUST15027,1016,3,44645,2026-02-28 10:04:04,Indore,Small Business
53369,CUST05440,1114,1,15887,2026-01-27 21:03:43,Patna,Student
53370,CUST18742,1002,1,53044,2025-09-27 19:42:42,Mysore,Corporate
53371,CUST22765,1020,1,44675,2025-03-20 18:54:28,Surat,Corporate
53372,CUST21240,1113,1,2432,2025-03-30 11:34:49,Hyderabad,Student
53373,CUST05442,1014,1,58121,2025-04-11 13:25:17,Vadodara,Small Business
53374,CUST16133,1027,1,69346,2025-05-14 17:20:09,Patna,Student
53375,CUST02558,1164,1,2480,2025-10-11 21:11:36,Raipur,Student
